long_prompt,short_prompt,
"A detailed digital illustration of a Stormtrooper, striking a confident pose against a deep black backdrop. The distinctive white armor, adorned with symmetrical yellow stripes, contrasts sharply with the darkness, exuding power and balance.",스톰트루퍼의 강렬한 포즈를 그리는 프롬프트 작성해줘,
"A vibrant impressionistic painting, two African women stand tall with a colorful, textured backdrop. Smiling faces, traditional attire, and lively colors capture the joy and unity between them, celebrating their heritage.",두 아프리카 여성이 서 있는 밝고 다채로운 풍경을 그리는 프롬프트 작성해줘,
"A majestic, futuristic cityscape encompasses a towering blue and black skyscraper, bathed in light and shrouded in clouds with a reddish-orange river winding through the foreground, set against a deep night sky.",미래적 도시 풍경과 고요한 강을 그리는 프롬프트 작성해줘,
"A breathtaking, detailed 3D render: a futuristic cityscape with a majestic skyscraper towering over a landscape of mountains and clouds, reflecting a vibrant sky of orange and pink hues. Nature and technology merge in harmony, creating a static, serene scene with the skyscraper as the central focal point.",미래적 도시 풍경에서 고요한 고층 건물을 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a mysterious warrior. Her bold, blue eyes capture the viewer's gaze as her golden armor, cascading blonde hair, and dark background create a striking contrast. The illustration exudes strength and focuses on her powerful presence.",금색 갑옷을 입은 강한 전사의 초상화를 그리는 프롬프트 작성해줘,
"A realistic portrait of a serious woman with silver hair and angel wings, dressed in red, stands out against a dark background. Her gaze holds a story, and her features are captured in a captivating, balanced composition.",은발과 천사의 날개를 가진 여성을 그리는 초상화를 그리는 프롬프트 작성해줘,
"An intricate digital illustration of a serious young woman, clad in black and red, stands beneath a rainy sky. Her gaze, direct and intense, engages the viewer as the city blur blurs behind her. The mood is pensive, signed by ""Wolfs"" in the bottom right.",비 오는 하늘 아래 검은색과 빨간색 의상을 입은 여성을 그리는 프롬프트 작성해줘,
"A detailed 3D render: an ethereal, wintry scene. A glass building, with pointed roof and expansive windows, is nestled in snow-blanketed landscapes under the celestial glow of the Northern Lights, whose vibrant hues of pink, green, and blue paint the night sky. The inviting path leads up to the building, the focal point, while the starry sky and harmonious composition contribute to the scene's tranquility.",겨울 풍경 속 유리 건물과 오로라를 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"An intricate digital illustration of a determined red-haired warrior amidst a lush forest, his vibrant hair contrasting the natural green and brown hues. The composition hints at an epic tale, leaving the story to unfold, with the warrior at its center stage.",붉은 머리를 가진 전사가 숲 속에서 서 있는 장면을 그리는 프롬프트 작성해줘,
"A majestic oil painting: A three-mast ship battles stormy seas, its brown sails straining against wind and lightning-lit clouds. The ship advances amidst crashing waves, a testament to strength and perseverance, while the artist's use of vibrant blues and greens captures the wild ocean.",폭풍 속에서 싸우는 세 마스트의 배를 그리는 유화 프롬프트 작성해줘,
"A detailed digital illustration featuring a young girl in awe, interacting with a towering rusted robot with blue and yellow accents. The scene, set in an overcast old city street, is brought to life with a crowd of blurred figures, while a mysterious man in a black coat adds intrigue. The illustration, rich in detail and color, masterfully uses light and shadow to create an enigmatic, story-filled atmosphere.",녹슨 로봇과 상호작용하는 소녀의 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a small figure of a young girl in a vibrant blue dress, interacting affectionately with a towering rusted robot. The busy city street, filled with dull concrete and grayish buildings, provides a stark contrast to the vivid blue of her dress.",청색 드레스를 입은 소녀와 녹슨 로봇이 있는 도심의 거리 장면을 그리는 프롬프트 작성해줘,
"A detailed portrait of a mysterious woman with dreadlocks, her unique style and vibrant blue eyes captured in a realistic painting. The blurred background, a mix of red and blue, places her as the unequivocal focus. Her enigmatic gaze holds secrets, inviting viewers to ponder her story.",대머리와 독특한 스타일을 가진 여성을 그리는 프롬프트 작성해줘,
"A watercolor scene of a vibrant orange and yellow bird perched on a branch, its beak open in song, surrounded by soft yellow and gray hues, with a few leaves adding a subtle touch of life.",노란색과 회색의 부드러운 색조가 있는 새의 수채화 장면을 그리는 프롬프트 작성해줘,
"A vibrant digital illustration of a playful monster stack: a colorful, fun menagerie of unique creatures with lively details. Bright colors, cheerful expressions, and a variety of features make each monster endearing, while a black background highlights their vibrant personalities.",다채로운 괴물들이 쌓여 있는 재미있는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a robot's solitary vigil. It stands tall on a rocky outcrop, gazing upon a metropolis below. The futuristic robot, adorned in a spacesuit and equipped with camera and speaker, captures the essence of a quiet observer. The vibrant cityscape stretches into the distance, tall buildings reflecting a clear blue sky.",도시 위에 서 있는 로봇의 고독한 경계를 그리는 프롬프트 작성해줘,
"A detailed portrait featuring a redheaded woman with curls, freckles, and vivid blue eyes, gazing directly at the viewer. Her white, floral-patterned dress adds sophistication, while the serene green and blue backdrop enhances the peaceful atmosphere. The overall composition captures a sense of calm and beauty, creating an intimate connection with the viewer.",빨간 머리와 곱슬머리를 가진 여성의 초상화를 그리는 프롬프트 작성해줘,
"A detailed oil painting of a bustling European town square. Sun-soaked cobblestones contrast with the warm, vibrant hues of the buildings. The piece zooms out, capturing the harmonious interplay of architecture and nature, with a hint of human presence adding scale.",유럽의 분주한 광장을 그리는 유화 프롬프트 작성해줘,
"A detailed digital illustration of a woman adorned in intricate white and silver attire, exuding an aura of regal sophistication. Her poised stance, braids, and intricate tiara capture stillness and elegance, set against a stark black background.",흰색과 은색 의상을 입은 여성의 고귀한 초상화를 그리는 프롬프트 작성해줘,
"A detailed 3D illustration of an astronaut cat floating in a whimsical space, the central figure surrounded by stars and a trail of fire, with planets and asteroids hinting at an epic journey. The cat's stylish suit is meticulously designed with an orange helmet, white and orange fur, and a red arm stripe.",우주에서 떠 있는 고양이 우주 비행사를 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"A vibrant desert expanse, an abstract, modern structure stands tall. Orange and white, it mirrors the desert's hues, a sleek contrast to the rugged landscape. The sky burns orange and pink beyond, a harmonious fusion of nature and architecture.",추상적이고 현대적인 건축물과 사막을 배경으로 한 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a sweet moment between two women: a rainbow-umbrella sheltering a tender embrace. Vivid colors of the umbrella pop against the dark, rainy night sky, enhancing the intimacy and romance of the moment.",무지개 우산 아래 두 여성이 따뜻하게 포옹하는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a curious robot, adorned in blue hair and a bow tie, standing in a dimly lit workshop. The robot, with its large eyes, holds a tool and focuses on a complex machine, surrounded by a tangle of wires. The illustration is a captivating scene, awash in green and purple hues, highlighting the robot's expressive curiosity.",파란 머리와 나비 넥타이를 착용한 호기심 많은 로봇을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of an ethereal woman against a starry sky, her elaborate white hair crowned with gold and her flowing dress adorned with celestial motifs. She holds two golden cups of steamy liquid, a vision of otherworldly hospitality, capturing a narrative of serene offering.",별이 빛나는 하늘을 배경으로 한 천상의 여성의 일러스트를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a sturdy candle, featuring a honeycomb design and a prominent bee, stands out against a deep gray. The warm, inviting candle, with its intricate bee motif, awaits ignition, emitting a sense of calm and comfort.",벌집 디자인과 벌이 있는 촛불을 그리는 프롬프트 작성해줘,
"An intricate digital illustration featuring a woman adorned in vibrant colors and a crown of leaves, depicting her meditative state. Her body is a canvas for the chakra system, with each energy center represented by intricate patterns and colored circles. The black background and bright colors contrast sharply, emitting a sense of tranquility and depth.",chakra 시스템을 나타내는 색깔이 있는 여성을 그리는 프롬프트 작성해줘,
"A cozy interior filled with soft light, where enchanting nature meets elegant design. The focus is a charming tea setup in a room with a domed ceiling covered in foliage, illuminated by a hanging chandelier. The blue walls, adorned with green vines, along with a cozy fireplace, invite you to step into a magical, peaceful corner.",녹색 덩굴과 화려한 디자인이 있는 아늑한 실내에서 차를 마시는 장면을 그리는 프롬프트 작성해줘,
"A detailed 3D render: An ethereal scene with a solitary figure standing before an ancient tree, its roots illuminated by a celestial path. The tree soars high, its branches reaching skyward, a testament to nature's wonder. The starry night sky and a hazy orange background create a peaceful, timeless aura.",고대 나무 앞에 서 있는 인물을 그린 3D 렌더링을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of an ethereal woman with a crown of thorns and leaves, her facial mystery enhanced by the intricate pattern of white flowers. The illustration is a close-up, focusing on her enigmatic presence, with a dark, forest-like background adding depth and intrigue.",가시와 꽃으로 장식된 여성의 초상화를 그리는 프롬프트 작성해줘,
"A detailed oil painting of a serious-faced woman, dressed in blue, standing before a floral-patterned wall. Her gaze, directed sideways, adds mystery; her blue hat, adorned with a large flower, complements the vibrant wall.",꽃무늬 벽 앞에서 파란색 모자를 쓴 여성을 그리는 프롬프트 작성해줘,
"A futuristic portrait featuring a bold character from the world of ""Cyberpunk 2077."" The subject, a confident woman with vibrant pink hair, sports a distinctive outfit: a black tank top, blue scarf, and a brown belt. The background, a vibrant blend of yellow and red, contrasts sharply with her cool-toned attire, while the prominent logo and the displayed word ""Cyberpunk"" enhance the futuristic cyberpunk vibe.",Cyberpunk 2077에서 나온 캐릭터의 미래적 초상화를 그리는 프롬프트 작성해줘,
"A majestic oil painting: a vibrant, multicolored cosmic explosion freezes in the midst of chaos. The center, a large sphere, bursts with blue, purple, and orange hues, while smaller orbs of light radiate outward, each with their own vibrant palette, against a dark space background.",우주에서 폭발하는 다채로운 색의 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting featuring a blue-haired girl with a whimsical bird perched on her nose. The blue figures pop against a stark black background, drawing the viewer into their surreal, harmonious world.",코 끝에 새가 앉아 있는 파란 머리 소녀의 유화 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a confident astronaut, her expressive gaze directed at the viewer. The futuristic interior behind her reveals a complex network of pipes and wires, hinting at a vast spaceship or space station. The illustration is a close-up, focusing on her determined face, lit by dim lights that cast shadows, adding depth to the mysterious scene.",우주선 내부에서 우주복을 입은 여성이 있는 장면을 그리는 프롬프트 작성해줘,
"A striking black and white portrait, the center of attention a serious young woman with blonde hair, sharply focused in the foreground. The bustling, blurry background of a lively street hints at a vibrant city life, emphasizing her presence through strategic obfuscation.",활기찬 도시 거리에서 여성의 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a futuristic astronaut, featuring a black and white suit with vibrant orange accents and a mysterious green and orange mask. Against a deep space backdrop, with a solitary star casting an ethereal glow, this astronaut embodies an epic journey through the cosmos.","검은색과 흰색 우주복을 입고, 오렌지색과 초록색 마스크를 쓴 우주비행사를 그리는 프롬프트 작성해줘",
"A stunning cosmic tapestry unfolds: an intricate illustration showcases a vibrant, central planet, swirls of orange, pink, and blue, with deep space stars and planets dotting the background, all set against a crisp white backdrop, creating an awe-inspiring, three-dimensional scene.",다채로운 색으로 된 우주 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting, a mysterious central figure stands out against a dark canvas. Her skin, adorned in intricate golden patterns, shines brightly, while her elegant bun adds an air of sophistication. The woman's pensive gaze adds mystery; her expression, a window to her soul, draws viewers into the depths of her thoughts.",복잡한 금색 패턴을 가진 여성의 유화 초상화를 그리는 프롬프트 작성해줘,
"A serene, elegant scene: a blonde woman in a luxurious silver gown, adorned with intricate patterns, stands before a large gold-framed mirror. The soft lighting casts a warm glow on her, reflecting her image in the mirror. The composition captures a moment of tranquility, focusing on her serene reflection.",은색 드레스를 입은 여성이 금색 거울 앞에 서 있는 장면을 그리는 프롬프트 작성해줘,
"A vibrant, energetic scene unfolds: a woman, clad in a lush green, sequined dress, dances with arms outstretched. Her elegant bob, adorned with a silver headband, shines amidst a blurry backdrop of blue and green. The vivid colors, the woman's poised yet undefined gesture, and the hint of a lively gathering create a sense of motion and life.",세련된 초록색 드레스를 입고 춤을 추는 여성의 장면을 그리는 프롬프트 작성해줘,
"An awe-inspiring digital illustration of majestic mountains, with blue and purple hues, starred sky, and vibrant autumnal foreground, viewed from a low angle to capture their grandeur. The illustration evokes a sense of peace and scale, pulling the viewer into the scene.",푸른색과 보라색이 어우러진 산을 그리는 프롬프트 작성해줘,
"A serene digital illustration, a vibrant sunset sky illuminates a foreground of red, orange, and yellow flowers interspersed with silhouettes of trees. Mountainous backgrounds create depth, their tops touching a dark, cloudy sky. The illustration's harmonious composition, full of warm colors and light, captivates with a peaceful scene.",다채로운 색의 꽃들과 함께한 일몰 장면을 그리는 프롬프트 작성해줘,
"A photorealistic painting of the solar system with an accurate and detailed depiction of the sun, planets, and their orbits, featuring the colorful natural hues of the celestial bodies against a stark black background. In the corners, portraits of renowned scientists Galileo, Kepler, Newton, and Copernicus add historical context, honoring their contributions to our cosmic understanding.",태양계의 정확한 묘사와 함께 유명한 과학자들의 초상화를 포함한 그림을 그리는 프롬프트 작성해줘,
"A detailed digital illustration featuring a mischievous squirrel chef, adorned in a vibrant blue vest and a radiant red tail. Surrounded by a whimsical assortment of culinary tools and a lush green backdrop, it invites viewers into an enchanting culinary tale.",장난스러운 요리사의 다람쥐를 그리는 프롬프트 작성해줘,
"A detailed 3D render, an intricate dance of pipes and spheres in an orange-hued mechanical assembly. The heart is a large spiral-patterned object, surrounded by a complex network of intertwining pipes and small spheres, creating depth and movement. The meticulous placement of each element conveys a sense of harmony and purpose.",기계적 회전 패턴과 파이프들이 얽힌 3D 렌더링을 그리는 프롬프트 작성해줘,
"A glamorous, high-concept portrait: Keanu Reeves, partially masked with a golden rabbit, strikes a pose in a red coat and black shirt. Rich, red, and gold backgrounds add mystery and opulence to this promotional poster.",붉은 배경 속에서 금색 토끼와 함께 포즈를 취하는 키아누 리브스의 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration featuring a young girl atop a massive robot on a city street. The piece, with a warm color palette, showcases flowing hair, an intricate robot design, and a tall building in the background. The artist's signature adds a personal touch in the bottom right corner.","소녀와 거대한 로봇을 따뜻하게, 역동적으로 미드저니 프롬프트 작성해줘",
"A majestic, golden deity stands in a soft gray realm, haloed by sun rays. His body is a canvas of intricate patterns, his hair and beard a cascade of curls, while a sun pendant adorns his neck. The figure's majestic aura captures the essence of divine power.","금빛 신을 장엄하게, 신비롭게 미드저니 프롬프트 작성해줘",
"A detailed, expressive portrait of Peter Falk, capturing the actor's contemplative pose and intense gaze. His aged face, with deep set eyes and creased forehead, is illuminated in the forefront while a vibrant, blurred cityscape forms a lively backdrop. The artwork focuses on Falk's commanding presence, showcasing his distinctive style and sophistication.","피터 팩을 강렬하게, 세밀하게 미드저니 프롬프트 작성해줘",
"A detailed oil painting: a figure, dressed in blue and black, stands before an ethereal portal, a beacon of blue and white light. The canvas beckons viewers into an otherworldly realm, inviting them on a journey of mystery and wonder.","포털 앞 인물을 몽환적으로, 신비롭게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of an elegant underwater creature, adorned with vibrant patterns and a majestic headdress, captivates the viewer's imagination. Surrounded by a lively school of uniquely shaped fish, the scene is a colorful, bustling underwater kingdom. The illustration strives to capture the awe and wonder in the creature's large eyes.","해양 생물을 화려하게, 우아하게 미드저니 프롬프트 작성해줘",
"A detailed 3D render of a woman in a futuristic silver spacesuit, her visor and helmet adorned with intricate details, strikes a purposeful pose, inviting viewers into a world of intergalactic exploration.","우주복 여성을 미래적으로, 디테일하게 미드저니 프롬프트 작성해줘",
"A detailed oil painting, featuring a young girl with braided dark hair, a regal gold-accented black dress, and a whimsical white doll reflecting her appearance. The mysterious central figures, intricate details, and a story-telling composition capture a captivating scene, set against a soft brown backdrop.","금장 드레스를 입은 소녀를 우아하게, 섬세하게 미드저니 프롬프트 작성해줘",
"An intricate digital illustration of a woman's face, her features a blend of vibrant and rich colors, stands out against a dark blue and purple background. The foreground is a kaleidoscope of reds, oranges, and yellows, a flowing, melted appearance, while the woman's elegant bun adds a touch of sophistication. The illustration is a carefully composed fusion of realism and abstraction, a captivating visual experience.","추상적 얼굴을 강렬하게, 예술적으로 미드저니 프롬프트 작성해줘",
"A serene sunset expanse with vibrant red poppies reaching skyward, their silhouettes against a vibrant, warm sky. The glowing sun, a radiant orb, casts an aura, illuminating the field's depths, while long shadows stretch across a blurry, serene landscape, capturing a peaceful moment.","양귀비 꽃을 따뜻하게, 평화롭게 미드저니 프롬프트 작성해줘",
"A detailed 3D render of a World of Warcraft Night Elf, with vibrant, rich colors. The elf, with slender build and pointed ears, wears a blue and black ensemble, holding a staff. Her mysterious purple eyes and intricate headdress add to her noble demeanor. The gray background emphasizes her vibrant apparel.","나이트 엘프를 신비롭게, 고귀하게 미드저니 프롬프트 작성해줘",
"A monochromatic masterpiece, a confident woman in leather stands out against an enigmatic painting, her silhouette and style capturing the essence of timeless elegance. The background's mystery adds depth and intrigue, focusing attention on her commanding pose.","가죽 옷 여성을 모노크롬으로, 세련되게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a young girl with her feline friend amidst a peaceful park setting. The warm, sunny day enhances the illustration's inviting ambiance, with a vibrant yet relaxed color palette capturing the joy of their outdoor adventure.","소녀와 고양이를 따뜻하게, 평화롭게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a cave, lit by warm light, featuring a small skeleton deep in study, surrounded by an ensemble of skeletal figures holding candles, adding an air of intrigue. The illustration meticulously captures the intricate details of the cave's natural architecture and conveys a sense of mystery and storytelling.","동굴 속 해골을 신비롭게, 은은하게 미드저니 프롬프트 작성해줘",
"A mystical masterpiece; a elegant woman, clad in white and gold, captivates with a commanding gaze, while ethereal blue smoke adds an otherworldly aura. The deep blue backdrop, a canvas for her presence, enhances the mystery. Create a fantasy-filled scene, a visionary treat.","흰색과 금색 옷 여성을 우아하게, 환상적으로 미드저니 프롬프트 작성해줘",
"A black and white snapshot of a bustling car factory, freezing a moment in time. A classic car, its sleek body glistening, is being assembled with precision. A worker, focused and intent, stands beside it, clad in casual attire. The chaotic yet orderly background is filled with tools and machinery, hinting at the intricate process.","자동차 공장 장면을 빈티지하게, 생동감 있게 미드저니 프롬프트 작성해줘",
"A majestic portrait: an orange-haired queen with intricate gold and green accessories against a starry black void. Her grand and mysterious demeanor is captured in a upward gaze, surrounded by a warm glow.","주황 머리 여왕을 화려하게, 고급스럽게 미드저니 프롬프트 작성해줘",
"A majestic and intricate digital portrait: A woman, adorned in ethereal blue and gold, with an elaborate headdress crowned by a sun motif, and jewelry glowing with otherworldly light. The harmonious composition, with precise details, showcases a mysterious queenly figure against a dark backdrop, invoking a sense of divine presence.","푸른·금빛 드레스 여성을 신비롭게, 우아하게 미드저니 프롬프트 작성해줘",
"A majestic oil painting: Grand hall, awash with light; a sea of white-armored soldiers stands tall. A large red banner, adorned with an emblem of power, hangs overhead. An air of anticipation, a moment of stillness, captures the authority and ceremony of the scene.","빛 가득 대전당을 장엄하게, 엄숙하게 미드저니 프롬프트 작성해줘",
"An intricate digital illustration of a majestic dragon adorned in regal purple and gold armor, its intricate details reflecting a sense of ancient power and wisdom. The viewer is met with a direct, commanding gaze, set against a dark, rainy backdrop.","보라색 갑옷 용을 위엄 있게, 섬세하게 미드저니 프롬프트 작성해줘",
"A vibrant portrait, featuring a ginger-haired woman with a confident gaze, set against a blurry city street. The text ""ALLEIKCL A GALIL"" adds mystery. A crisp blue coat contrasts her fiery hair.  It's a confident, urban snapshot, focusing on the woman's poised demeanor.","진저 헤어 여성을 도시적이고, 자신감 있게 미드저니 프롬프트 작성해줘",
"A detailed 3D render: An innovative structure, a futuristic building, uses gray stone and glass. Nestled in nature, it's an integral part, a fusion of architecture and environment. The scene is an inviting, peaceful vision, with an intriguing path leading upwards.","미래형 건축물을 혁신적으로, 조화롭게 미드저니 프롬프트 작성해줘",
"A serene digital portrait, featuring a young Chinese woman adorned in a vibrant, pattern-filled dress, with a single pink flower adorning her bun. Her gaze connects with the viewer as they admire the mountainous, nature-inspired background, adorned with calligraphy. Skilful shading and detailing capture her tranquil expression.","중국 여성 초상화를 우아하게, 고요하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a lunar-lit village, featuring a meticulous blend of architectural styles. The harmonious scene captures a peaceful interplay of moonlight on water and the tranquil reflections, hinting at the vibrancy of rural life.","달빛 마을을 평화롭게, 고즈넉하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a regal woman adorned in a magnificent headdress. Her expressionless face, gazing downward, adds mystery. The intricate headdress, a fusion of green and gold, boasts a majestic central flower. Her green dress, enhanced by gold details, complements the background's deep red drama. This illustration's focus is the woman's stately figure, centered and enlarged, invoking intrigue and elegance.","화려한 머리장식 여성을 우아하게, 압도적으로 미드저니 프롬프트 작성해줘",
"A majestic mountain peak bathed in a warm sunset glow, its snow-capped summit soaring against a darkening sky. Golden light illuminates the towering natural wonder, while the foreground is adorned with rugged terrain. The scene's perspective captures the vastness of nature, rendering a serene and breathtaking vista.","산 봉우리를 황금빛으로, 웅장하게 미드저니 프롬프트 작성해줘",
"A detailed neon-lit cityscape comes to life with towering skyscrapers reflecting a vibrant glow. The bustling street scene is a composition of order amidst chaotic colors, painting a futuristic vision where neon lights dominate the dusk sky.","네온 도시를 미래적으로, 화려하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a woman with a majestic and mysterious demeanor. Her vibrant, colorful headdress and hair, a kaleidoscope of blue, purple, green, and gold, contrast starkly with the deep black background. This portrait captures her serene expression and captures the artist's prowess.","신비로운 여성을 강렬하게, 고급스럽게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a serene Brooklyn Bridge winter scene. The blue and gray tones capture the calm, overcast day. The illustration zooms out, showcasing the expansive bridge, partially frozen river, and the city skyline, all merging together in a peaceful harmony.","겨울 브루클린 다리를 차분하게, 서정적으로 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of an enigmatic laboratory: a intricate network of hanging glass containers, filled with lively green fluids, connected by a maze of pipes. The objects are crisply lit, while the background lurks in mystery, adding to the sense of anticipation.","수수께끼 실험실을 음산하게, 세밀하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a starry night, with a young girl in a blue star-studded dress standing on a grassy hill. Her black cat, curled in a ball, sits beside her, as they both gaze up at the crescent moon. The scene's dreamy, warm lighting adds a magical atmosphere.","별빛 소녀를 몽환적으로, 감성적으로 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a blonde-haired girl standing in a winter wonderland, her face alight with joy. The realistic image captures her warm, fur-lined attire and the serene, snowy landscape, with a hint of a smile spreading across her face.","겨울 풍경 속 금발 소녀를 기쁘게, 따뜻하게 미드저니 프롬프트 작성해줘",
"A detailed oil painting: a Gothic house, blue & gray, with a tower & pointed roof. Warmly glowing stained glass windows, a red door, & an intricate iron gate. A path of pink blooms leads to the house's mystery. Tall lamppost, a moonlit sky. An inviting, tranquil scene.","고딕 집을 신비롭게, 차분하게 미드저니 프롬프트 작성해줘",
"A serene, expansive landscape painting: A winding, asphalt road winds through a lush, green valley, leading to a solitary white house at the foot of an impressive mountain. The peaceful scene, bathed in soft light, captures the awe-inspiring beauty of nature with a sense of calm and solitude.","평화로운 산골짜기 도로를 고요하게, 아늑하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration featuring a majestic queen, her dark curls contrasting with the vibrant green of her dress and the black feathers of the birds surrounding her. The illustration is a celebration of nature's harmony, with a focused central composition emphasizing the queen's direct gaze, adorned in luxurious green jewels.","자연의 여왕을 고급스럽게, 자연스럽게 미드저니 프롬프트 작성해줘",
"A breathtaking vista unfolds in this futuristic cityscape, featuring a colossal blue and white spaceship, akin to a Japanese temple, suspended by a celestial light column. Below, a vibrant city of traditional Japanese architecture shines in a warm orange hue, while nature's lush greenery adds contrast. A solitary figure adds scale, strolling amidst this fusion of past and future. Create a masterpiece capturing the awe-inspiring scene in vivid detail.","미래 도시와 일본 전통을 화려하게, 감동적으로 미드저니 프롬프트 작성해줘",
"A serene, elegant portrait: A woman, adorned in a white dress and black shawl, her hair a vibrant mix of black, green, and red with poppies. The serene green backdrop adds to the tranquility of the piece, creating a peaceful, beautiful image.","흰 드레스를 입은 여성을 우아하게, 평화롭게 미드저니 프롬프트 작성해줘",
"A serene, high-altitude sanctuary: A detailed illustration of a treehouse, with a wooden exterior and blue roof, nestled in a blooming cherry blossom tree. The branches envelop the structure, a peaceful haven amidst nature's embrace, while the rocky base adds texture and depth. Soft pink blossoms, hazy mountains, and blue skies create an ethereal atmosphere.","체리 나무 위의 나무집을 평화롭게, 자연스럽게 미드저니 프롬프트 작성해줘",
"A detailed oil painting of a stylish frog wearing a hat, scarf, and coat, standing in a vibrant wildflower field at sunset, gazing directly at the viewer, inviting them into its colorful and lively world.","스타일리시한 개구리를 멋지게, 신나는 분위기로 미드저니 프롬프트 작성해줘",
"A meticulous black and white ink drawing symmetrically frames two cats, their fur flowing in opposite directions, a stark contrast, yet curling tails create harmony, reflecting the yin-yang symbol. The cats' serene, closed eyes evoke tranquility.","검은 고양이와 하얀 고양이를 균형 있게, 평화롭게 미드저니 프롬프트 작성해줘",
"A minimalist winter landscape: Tall, slender trees in black and gray stand proud against an orange and pink sky, their trunks reaching heavenward. The serene scene, viewed from below, is blanketed in snow, capturing nature's quiet beauty.","겨울 풍경을 간결하게, 차분하게 미드저니 프롬프트 작성해줘",
"A majestic cityscape illuminated by ethereal blue and pink neon lights rises above. Low-angle view, awe-inspired, reveals a towering metropolis with a pointed skyscraper at its heart. The vibrant neon contrasts a dark, mysterious sky, capturing the energy of urban life.","네온 불빛 도시를 역동적으로, 현대적으로 미드저니 프롬프트 작성해줘",
"A close-up oil painting: a vibrant red dahlia, its petals a deep rouge, softly glowing, against a light pink backdrop. The flower's position, off-center, right-sided, adds dynamism. A gentle breeze's suggestion. An utterly captivating, beautiful still life.","빨간 달리아를 화려하게, 부드럽게 미드저니 프롬프트 작성해줘",
"A detailed illustration of three cats within a modified yin-yang, featuring a white cat on the left, a gray cat on the right, and a black cat standing proudly. The symbol's two halves are divided by a lush divide of flora. The cats' positions reflect a balance of assertiveness and calm. Against a black background, the intricate details pop, creating a harmonious and captivating scene.","세 마리 고양이를 균형 있게, 아름답게 미드저니 프롬프트 작성해줘",
"A detailed oil painting of a graceful woman with cascading black locks, dressed in a pure white gown, her warm smile illuminating the canvas. The darkness of the background only enhances her radiant presence, making her the unequivocal focal point.","미소 짓는 여성을 따뜻하게, 밝게 미드저니 프롬프트 작성해줘",
"A stylized mountain landscape painting bursts with vibrant energy. Black, gray, and white peaks drip and splatter against a pink, orange, and yellow sky, creating a dynamic scene with depth. The sun adds drama, leading the eye through a colorful, energetic horizon.","산 풍경을 활기차게, 다채롭게 미드저니 프롬프트 작성해줘",
"A surreal, whimsical illustration featuring Sarah Paulson and a spotted cow suspended in mid-air, soaring against a hazy green backdrop. The actress, with vibrant red hair, appears to embrace the sky in a moment of weightless flight, while the cow turns its head in unison, sharing the thrill.","사라 폴슨과 소를 신비롭게, 우아하게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a young girl surrounded by the serene beauty of a forest. The focus is on her vibrant red coat and blue hat, contrasting the natural hues, as she tends to a campfire's orange flames. The illustration captures a moment of peacefulness and a deep connection with nature.","붉은 옷을 입은 소녀를 평화롭게, 자연스럽게 미드저니 프롬프트 작성해줘",
"A detailed 3D render: An enormous portal, adorned with intricate patterns, stands tall among mountains and clouds, offering a glimpse of a vibrant blue planet and its two moons. The natural and futuristic elements fuse in an epic, harmonious scene.","거대한 문을 신비롭게, 미래적으로 미드저니 프롬프트 작성해줘",
"A detailed digital illustration featuring a whimsical squirrel with a mushroom cap, seated upon a rock amidst a whimsical garden. The central figure, with a magical pot bubbling orange, hints at a mystical recipe, as floating flames enhance the enigmatic atmosphere. The white background emphasizes the colorful foreground, creating a storybook vibe.","버섯 모자 다람쥐를 신비하게, 아기자기하게 미드저니 프롬프트 작성해줘",
