long_prompt,short_prompt,
"A detailed digital illustration of a woman seated amidst a desert landscape, her eyes raised to behold a floating orb surrounded by planets and a galaxy. The illustration captures a sense of awe and tranquility, with the woman's vibrant blue dress and red hair contrasting the warm desert tones, while the starry sky adds an otherworldly twist.",사막 풍경 속에서 떠 있는 구슬을 바라보는 여성을 그리는 프롬프트 작성해줘,
"A whimsical oil painting, a banana anthropomorphized, stands upright with arms and legs on a brown stage, its bright yellow hat a contrast to the dark background, capturing a lively, curious expression.",인간처럼 서 있는 바나나 캐릭터를 그리는 프롬프트 작성해줘,
"An authoritative, digital portrait: A woman, clad in full black armor with elegant silver detailing, stands tall. Her horns, long hair, and stern gaze command attention. Against a stark white backdrop, her presence fills the frame, exuding power and poise.",검은 갑옷을 입은 여성이 강렬한 존재감을 드러내는 초상화를 그리는 프롬프트 작성해줘,
"A photorealistic oil painting of a gorilla, captivatingly gazing at the viewer with an intense stare. The black gorilla sports a white beard and is adorned in a red robe with gold accents, standing out against a deep black background. Framed by an ornate gold frame, the portrait is an awe-inspiring fusion of detail, realism, and artistry.",검은 배경에서 흰 수염을 기른 고릴라와 붉은 로브를 그리는 프롬프트 작성해줘,
"A confident figure stands in a futuristic hallway, her stylish presence filling the spacious yellow-hazed corridor. Dressed in a unique ensemble, featuring a white jacket with dramatic sleeves and a high collar, she exudes a blend of fashion-forward glamour and technological sophistication. The tall, imposing space only enhances her determined gaze, directed toward the viewer with an unshakable assertiveness that hints at a story of purpose and vision.",미래적 복장을 입은 여성이 거대한 복도에 서 있는 장면을 그리는 프롬프트 작성해줘,
"A breathtaking voyage awaits in this scene. An intrepid figure, clad in blue, stands on a path leading to a cosmic vortex of vibrant orange and yellow. The portal's edge is defined by a menacing black ring, contrasting the serene blue sky and floating rocks beyond.",블루 의상을 입은 인물이 우주 포털로 향하는 장면을 그리는 프롬프트 작성해줘,
"A detailed tropical paradise scene, two vibrant pink cockatoos with white crests perched on a brown branch, surrounded by a lush green forest. The birds, in full view, interact with open beaks, immersing the viewer in their vibrant, wild habitat.",두 마리 분홍색 코카투가 나무에 앉아 있는 장면을 그리는 프롬프트 작성해줘,
"A gloomy yet vibrant portrayal of the Joker, a tall figure clad in a brown coat and green accents stands in a lush, swaying field. His iconic makeup is illuminated beneath an overcast sky, a stark contrast to his vivid attire. Capturing the character's mischievous essence and distinctive appearance, this scene evokes a sense of lurking danger in an otherwise serene setting.",조커가 숲 속에서 서 있는 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting: a bearded wise man, clad in red and gold, stands atop a cloud, commanding a fierce blue and black dragon emerging from the skies. The serene light blue backdrop adds an ethereal feel, enhancing the mythological scene's powerful narrative.",붉은색과 금색을 입은 지혜로운 남성이 하늘에서 나오는 파란 용을 다루는 장면을 그리는 프롬프트 작성해줘,
"A detailed 3D render: an opulent library, dominated by a grand spiral staircase's dark wood and metalwork. Bookshelves line the walls, a treasure trove of knowledge. A single book rests on a table in the foreground, adding to the symmetrical composition. An inviting, serene architectural wonder, captured in a moment of still life.",어두운 나무와 금속으로 이루어진 거대한 도서관을 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of Joe Alwyn's portrayal of the Joker. His distinctive costume is captured with meticulous attention to the beige suit, green vest, and brown hat. The illustration emphasizes his slender figure seated on a bench, hands neatly folded, with a stark white face and vivid red accents around the eyes and mouth. The piece offers a unique twist by blurring the background into an ominous forest, highlighting the Joker's ominous presence.",조 알윈의 조커 캐릭터를 그리는 디지털 일러스트레이션을 그리는 프롬프트 작성해줘,
"A retro diner scene featuring a group of five women in red and white uniforms, posing at a matching striped counter. The vintage aesthetic, with its vibrant red and white details, sets the scene. The focus is on the women's camaraderie and the striped milkshake cup as they pose for a memorable snapshot.",빈티지한 레트로 다이너에서 여섯 명의 여성이 빨간 흰색 유니폼을 입고 포즈를 취하는 장면을 그리는 프롬프트 작성해줘,
"A stunning digital artwork featuring a vibrant, textured sky of swirling orange, yellow, and blue, with a solitary tree reaching towards it. The foreground leads to a meadow, with brown and yellow hues, and a mysterious, three-dimensional mountain range in the distance. This harmonious scene captures a peaceful natural vista, contrasting texture and dynamism.","오렌지, 노랑, 파랑이 어우러진 하늘과 고요한 풍경을 그리는 디지털 아트를 그리는 프롬프트 작성해줘",
"A striking portrait featuring a woman with serious demeanor; her intense gaze captures the viewer's attention. Dressed in an edgier black leather outfit, her figure is rendered against a soft gray backdrop, emphasizing her prominent presence, in this full-frontal close-up.",검은 가죽 의상을 입은 여성이 진지한 표정으로 서 있는 초상화를 그리는 프롬프트 작성해줘,
"A desolate urban landscape, a tall red crane with an orange sky as its backdrop. The still life depicts a forgotten city, its remains marked by a towering crane, a symbol of industrial might, amidst the decay.",붉은 크레인이 있는 황량한 도시 풍경을 그리는 프롬프트 작성해줘,
"A mesmerizing portrait in oil paints: A silver-haired woman with a captivating gaze, her face framed by loose waves. Her bold red lips and smoky eyes add mystery. Dressed in gray lace, she stands out against a stark black background. Every detail carefully composed, creating an enigmatic visual tale.",은발의 여성이 짙은 입술과 눈화장을 하고 그려진 미스터리한 초상화를 그리는 프롬프트 작성해줘,
"A dramatic black and white photograph; a tense, clutteredly staged room, dimly lit, with a solitary figure frontally lit by a lamp, capturing his intense expression. In the background, a hint of another figure adds depth, while the room's chaos hints at a story of disarray.",조명이 비춰진 방에서 집중하는 인물의 긴장된 표정을 그린 흑백 사진을 그리는 프롬프트 작성해줘,
"An ethereal, detailed digital painting: Sunset's warm glow illuminates a majestic tree & reflecting pool. Realistic colors, intricate details & dramatic lighting capture a serene, ethereal beauty.",석양의 따뜻한 빛 속에서 나무와 연못을 비추는 아름다운 장면을 그리는 프롬프트 작성해줘,
"A serene oil painting: A white and brown train, illuminated by headlights, travels right through a snowy forest, surrounded by tall, green-brown trees with blanketed leaves. The peaceful scene, with contrasting blue skies and white clouds, evokes a sense of comfort and warmth.",눈 덮인 숲을 지나가는 흰색과 갈색 기차 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration, a mouse with a skull mask perches on a book, surrounded by mysterious floating objects in a dreamlike setting. The foreground features light blues and greens, contrasting a dark blue background, adding to the surrealism. Precise object placement enhances the enigmatic narrative.",해골 마스크를 쓴 쥐가 책 위에 앉아 있는 장면을 그리는 프롬프트 작성해줘,
"A majestic, orange-hued mountain landscape stands tall against a dark, stormy sky, bathed in drama. A lightning bolt adds excitement, while a winding river's reflection enhances the warm glow. The scene's tranquility contrasts the powerful weather, leading the eye to the majestic mountains.",주황색이 돋보이는 산과 폭풍우가 몰아치는 하늘을 그리는 프롬프트 작성해줘,
"A detailed oil painting of an elegant woman adorned in white and gold, striking a poised pose. Her vibrant red hair, loose curls, and neutral expression create an enigmatic presence. The realistic portrait captures intricate details, emphasizing her figure against a patterned blue and black background. Light and shadow enhance her three-dimensional form, directing the viewer's focus.",하얀 드레스와 금색 장식이 있는 여성을 그리는 유화 초상화를 그리는 프롬프트 작성해줘,
"A regal and enigmatic portrait: A woman, adorned in black with gold accents, stands tall with an air of mystery. Her elegant updo, crowned, and serious expression captures intrigue. A simple white background highlights her sole focus in the forefront.",검은색과 금색으로 된 여성을 그리는 신비로운 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a young girl awestruck in the presence of a gigantic anthropomorphic cat, its body adorned with leaves and seated amidst an urban jungle. The scene teems with vibrant blues, greens, and yellows, capturing a moment of peaceful interaction between girl and cats in a bustling cityscape.",도시 정글 속에서 거대한 고양이와 소녀가 있는 장면을 그리는 프롬프트 작성해줘,
"A studio portrait of a blonde woman with a serene expression, her hair loosely waved, and wearing a red and white striped top. The vivid background, a deep turquoise, places her in the foreground as she gazes directly at the camera, creating an intimate moment.",블론드 여성이 빨간과 흰색 스트라이프 티셔츠를 입고 있는 초상화를 그리는 프롬프트 작성해줘,
"An ethereal, surreal digital illustration: A vibrant orange tree with intricate branches reaches skyward from a mysterious circular hole, its leaves rustling in a non-existent breeze against a deep blue sky full of fluffy clouds, inviting viewers to step into a fantastical realm.",주황색 나무가 하늘로 자라나는 초현실적인 장면을 그리는 프롬프트 작성해줘,
"A breathtaking, apocalyptic vision: A towering mushroom cloud, with fiery orange contrasting sharp white and dark blue hues, dominates the sky. Below, a desolate landscape of brown and green is peppered with debris, adding to the awe-inspiring scene's sheer magnitude.",폭발적인 버섯 구름과 황량한 풍경을 그리는 프롬프트 작성해줘,
"A serene ethereal masterpiece: A white fox, nestled in a bed of blue and white clouds, sleeps soundly with stars twinkling above. Its fluffy fur and curled body are contrasted by a dark background, creating a peaceful, action-free scene filled with tranquility.",흰 여우가 하늘의 별이 반짝이는 구름 속에서 잠자는 장면을 그리는 프롬프트 작성해줘,
"An ethereal, intricate digital illustration: A gray stiletto adorned with silver filigree and an enchanting birdcage heel, its intricate patterns captured against a dark background. The stationary shoe, centered and majestic, beckons close inspection, revealing the whimsical world within.",은색 장식과 새장 힐이 달린 회색 스틸레토 신발을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a formidable warrior, proud and prepared for battle. His ornate golden armor, adorned with intricate emblems, strikes an imposing figure, while his horned helmet adds to his fearsome presence. The illustration, shrouded in darkness with a faint illuminating light, focuses on the warrior's proud stance, highlighting his every detail.",황금 갑옷을 입고 전투 준비가 된 강력한 전사의 초상화를 그리는 프롬프트 작성해줘,
"A vibrant oil painting: A woman in a blue dress & hat rides a majestic dolphin, leaping out of a blue & orange sea, against a warm orange sky. Two smaller dolphins swim in the background, while the sun shines above. Her hair blows in the wind, completing the sense of movement & freedom.",푸른 드레스와 모자를 쓴 여성이 돌고래를 타고 있는 장면을 그리는 프롬프트 작성해줘,
"A majestic, abandoned library, bathed in soft, natural light, features a high ceiling and ornate columns. The empty bookshelves, scattered books, and debris give a sense of neglect, yet the library retains its dignity and an air of quiet grandeur.",버려진 도서관을 그리는 유화 프롬프트 작성해줘,
"A detailed digital illustration featuring a mysterious black cat with luminous golden eyes. The fur stands out against a deep black background, enhanced by small white accents, while the texture and depth of the fur add a tactile quality. The cat's inquisitive gaze adds intrigue.",황금 눈을 가진 신비로운 검은 고양이를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a majestic knight, adorned in intricate gold and black armor. His imposing presence is enhanced by upward-curving horns on his helmet and a gemmed accent piece. The knight's intense blue eyes gaze directly at the viewer while the dark void background adds mystery and emphasis to his formidable figure.",검은색과 금색 갑옷을 입은 강력한 기사의 초상화를 그리는 프롬프트 작성해줘,
"A majestic explosion illuminates the starry night sky, its radiant blue and white blast dwarfing the surrounding bursts of light. The deep blue canvas, speckled with celestial stars, captures a thrilling moment of chaos and energy.",별이 빛나는 밤 하늘에 폭발이 일어나는 장면을 그리는 프롬프트 작성해줘,
"A vibrant underwater scene: a graceful brown octopus with spotted pattern and expressive black eyes swims upwards, its arms extended, capturing a sense of motion. The deep blue ocean, filled with ascending bubbles, adds to the lively ambiance.",주황색 무늬의 문어가 수영하는 바닷속 장면을 그리는 프롬프트 작성해줘,
"A photorealistic painting of a tree with a facial profile in its trunk, nestled in a serene rocky landscape. Blue skies and vibrant greenery create a peaceful scene, evoking a sense of natural beauty and calm.",나무 트렁크에 얼굴이 새겨진 고요한 풍경을 그리는 유화 프롬프트 작성해줘,
"A detailed oil painting, a red-haired girl adorned in vibrant attire sits on a giant blue feather, surrounded by fluttering birds. The serene, harmonious scene blends blue and green hues, capturing an intimate moment of calm amidst nature.",붉은 머리를 가진 소녀가 파란 깃털에 앉아있는 장면을 그리는 프롬프트 작성해줘,
"A detailed, close-up illustration of a bee, side-view, with vibrant green and yellow body on a sleek black background. The transparent, veined wings are spread, and its eyes are intently focused, giving the piece a sense of anticipation, while the raised legs convey a dynamic energy.",검은 배경에 초점을 맞춘 벌의 근접 일러스트를 그리는 프롬프트 작성해줘,
"A detailed illustration of a majestic bee, its vibrant green and gold body striped in black, perches on a branch. Transparent wings are spread, signaling flight, while the head turns to the right, alert and curious. Against a dark backdrop, the intricate details of the bee are illuminated, a captivating focal point.",나뭇가지에 앉아 있는 화려한 벌을 그리는 프롬프트 작성해줘,
"A majestic portrait: A fierce woman with flowing white hair in intricate blue and silver armor, holding a glowing blue crystal. Her determined gaze meets ours, while her elegant blue cape adds movement. The darkness enhances her presence, a fantasy scene.",푸른 드레스와 은색 갑옷을 입고 블루 크리스탈을 들고 있는 여성을 그리는 프롬프트 작성해줘,
"A detailed 3D render of a bustling pirate island, an isometric view captures the lively scene. The island, a hub of wooden structures and vessels, bursts with life. A towering pirate ship dominates the foreground, docked at a pier, while a bustling village and a tall watchtower stand on the left. The vibrant, bustling scene is bathed in realistic shades of brown, green, and blue, with a clear blue sky above.",붉은 배경의 해적 섬을 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a young boy awestruck by a majestic purple and yellow cat, towering over him in a vibrant cityscape. The street, adorned with flowers and lined with buildings, sets a whimsical scene, while a parked bicycle adds an element of everyday life. The illustration captures a sense of wonder and adventure.",매우 큰 보라색과 노란색 고양이가 있는 도시에서 소년을 그리는 프롬프트 작성해줘,
"A dramatic desert scene: a massive dragon, coiled, blue-green, and formidable, occupies the left; two tiny figures stand in awe on the right. The hazy orange sky adds mystery, emphasizing the dragon's power and creating a tense, dramatic atmosphere.",사막에서 파란색과 초록색 드래곤을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a vibrant forest floor, a kaleidoscope of fungi and plants. A large blue and orange flower grips the center stage, while unique mushrooms with pink and white, and brown and light brown caps stand out on either side. The deep purple background emphasizes the colorful foreground, inviting viewers to explore this magical realm.",다채로운 버섯과 식물들이 가득한 숲 속을 그리는 프롬프트 작성해줘,
"A serene oil painting: A brown horse standing in a stream, its reflection adding symmetry. A wooden barn, with a towering chimney, looms behind, while lush trees and mountains frame the serene scene. The sky, a glorious mix of blue and white clouds, enhances the rural tranquility.",시냇물에서 서 있는 갈색 말을 그리는 유화 프롬프트 작성해줘,
"A whimsical forest scene: A tall mushroom house, with a trunk base and a red/white cap, is the central focal point. Surrounded by a fantasy garden of vibrant mushrooms growing on trees, it has a mysterious, magical feel. The still life scene is shrouded in fog, with bright colors contrasting the mysterious atmosphere.",환상적인 정원과 버섯 집을 그리는 숲 속 장면을 그리는 프롬프트 작성해줘,
"A whimsical oil painting, centralizing a mushroom creature with a vibrant, spotted cap and endearing blue eyes. The dark, fantastical background, adorned with mushrooms and leaves, contrasts its bright appearance, adding depth to the close-up view and captivating the viewer's gaze with its intricate details.",버섯 모양의 생물과 푸른 눈을 가진 마법 생물을 그리는 유화 프롬프트 작성해줘,
"A detailed digital illustration of a futuristic castle, with a glowing waterfall and a whimsical hot air balloon floating in a pink and purple sky, creating a serene, magical landscape.",미래적인 성과 분홍색과 보라색 하늘을 그리는 프롬프트 작성해줘,
"A decadent celebration cake, featuring a cascade of blue and purple icing, adorned with white chocolate decorations and sprinkles, awaits a special occasion. The cake is presented on a stylish silver platter, flanked by a gleaming gold fork, while a patterned tablecloth adds a subtle floral touch.",파란색과 보라색 아이싱이 흐르는 축하 케이크를 그리는 프롬프트 작성해줘,
"A futuristic portrait: A woman, clad in a sleek silver suit with yellow trim, sits tall in a high-tech chair, exuding confidence. Her gaze, fixed on the viewer, conveys power and authority. The intricate mechanical landscape behind her hints at a futuristic setting, a world of technology and innovation.",미래적이고 은색 슈트를 입은 여성이 고급 의자에 앉아 있는 장면을 그리는 프롬프트 작성해줘,
"A serene high-angle view of an expansive landscape: a majestic cliff, adorned with lush greenery, meets an infinite sea and sky in a harmonious fusion of blue and green hues, capturing a moment of serene natural beauty.",푸른 바다와 하늘을 배경으로 한 절벽 풍경을 그리는 프롬프트 작성해줘,
"A majestic marble bust of a pensive man, his wild curls contrasting the static stone. The serious expression, captured in profile, is set against a monochromatic backdrop, highlighted by a splash of red flowers. Precise composition, harmonious and balanced, focuses attention on the intricate details, creating a thoughtful and captivating artwork.",마블로 된 남성의 조각상을 그리는 프롬프트 작성해줘,
"A thoughtful, elderly man with a vibrant beard, gazes sideways on a dark purple backdrop. Splashes of colorful paint add movement and energy, contrasting the sharp focus of his traditional portrait features. This fusion of styles creates a thought-provoking, modern digital illustration.",어두운 보라색 배경 속에서 색색의 물감이 있는 노인의 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a bee, adorned in blue and green, perched atop a vibrant yellow flower, its delicate wings spread wide. Against a stark black background, the bee's vigilant gaze surveys its domain, capturing the tranquility of its vital role in nature's intricate web of life.",파란색과 녹색을 입은 벌이 노란 꽃 위에 앉아 있는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a futuristic scene: A lone figure, back turned, stands in a blue-lit room with intricate patterns, suggesting an otherworldly voyage. The grand window frames a stellar vista, inviting exploration and sparking imagination, while the figure's posture hints at a journey about to unfold.",푸른 빛이 나는 방 안에 서 있는 인물을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a majestic skeletal warrior. His golden armor, skull motifs, and polished weapons gleam against a black backdrop. Ready to engage, this undead warrior strikes an elegant pose, showcasing his combat prowess.",골드 갑옷과 해골 모티프가 있는 전사 초상화를 그리는 프롬프트 작성해줘,
"A realistic and detailed oil painting of an octopus. Its vibrant blue eyes contrast its brown and orange body, while a dark background emphasizes its form. The tentacles are spread out, creating a sense of graceful movement, putting the focus solely on this captivating creature.",주황색과 파란색이 대비되는 오징어의 유화 초상화를 그리는 프롬프트 작성해줘,
"A majestic, yet forsaken scene: an ancient, grand building with proud columns and a high ceiling, faded glory revealed through aged, green walls. A statue stands tall, a sentinel of a bygone era, overlooking a central pool of murky water, a symbol of neglect. Beyond, a hint of a door ajar offers a mysterious glimpse into the unknown.",고대의 웅장한 건물이 있는 황폐한 장면을 그리는 프롬프트 작성해줘,
"A detailed 3D render: A majestic tree, its branches electric with energy, towers behind a silhouetted figure, clad in black, standing in an ethereal realm. The vibrant, starry night sky adds mystery and wonder to the scene, creating an ambiguous narrative.",전기 에너지를 지닌 나무 뒤에서 검은색 옷을 입은 인물을 그리는 프롬프트 작성해줘,
"A detailed, fantasy-infused oil painting: An ancient, majestic tree on a hill, its gnarled branches reaching skyward. A solitary figure below, dwarfed by the tree's grandeur, ascends a worn path, transfixed. Above, a cloud-canvas sky complements the tree's sharp lines. An inviting, serene snapshot of nature's quiet power.",고대의 거대한 나무와 그 아래 오르며 경탄하는 인물을 그리는 프롬프트 작성해줘,
"A breathtaking anime-inspired digital illustration: A girl and her dog, adventuring. The sunset backdrop showcases a vibrant sky, mountainous landscape, two distant figures, and a towering city below. The illustration draws you in with its vivid colors, exaggerated features, and sense of depth, inviting you to explore this enchanting world.",애니메이션 스타일로 소녀와 그녀의 개가 함께하는 모험 장면을 그리는 프롬프트 작성해줘,
"A majestic, moonlit metropolis serves as the stage for a towering robotic entity, its intricate patterns a testament to a futuristic vision. In its foreground, a protective adult stands sentinel before a child, dwarfing them with every step, while the moon's gentle radiance adds an ethereal touch to this scene of custodial care.",달빛 속에서 거대한 로봇이 서 있는 미래적 도시를 그리는 프롬프트 작성해줘,
"A serene, intricate oil painting: Centered, a grand Buddha statue, half-submerged in calm waters, reflects its serene presence. Surroundings of lush orange trees and vibrant mountains contrast the stone, creating a peaceful, harmonious scene.",조용한 물속에 반쯤 잠긴 부처상을 그리는 유화 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting of a young girl and her loyal white wolf companion, adorned in white, standing amidst the mysterious deep forest. The artwork captures the camaraderie and adventure's anticipation, with vivid details and a sense of depth.",하얀 늑대와 함께 신비로운 숲 속에 서 있는 소녀의 유화 초상화를 그리는 프롬프트 작성해줘,
"A detailed oil painting of an elegant woman, dressed in a French maid's outfit, standing in a bright kitchen. The central figure, with a tray of food and a glass of wine, captures the essence of domestic grace.",프렌치 메이드 의상을 입은 여성이 주방에서 서 있는 유화 초상화를 그리는 프롬프트 작성해줘,
"A serene oil painting: A brown horse stands in a shallow stream, its reflection below, framed by a peaceful landscape with a wooden barn on a grassy hill. The harmonious scene creates a diagonal line, capturing a tranquil, cloudy day.",목초지와 나무 창고가 있는 풍경 속에서 물에 서 있는 갈색 말을 그리는 프롬프트 작성해줘,
"A stunning digital illustration, a bird captivates with a kaleidoscope of colors. Its plumage shimmers with blue, green, and orange, a harmonious fusion. The stark black background showcases its vibrant feathers. Central, the bird commands attention, a majestic figure, poised for flight.",화려한 색깔의 깃털을 가진 새가 있는 디지털 일러스트레이션을 그리는 프롬프트 작성해줘,
"A surrealist bedroom scene: A large, translucent sphere, housing a fantastical jellyfish, takes center stage. Soft light fills the room, with a bed, blue like the ocean, adding a dreamy pop of color. The viewer's perspective, from the foot of the bed, draws them into this dream world.",환상적인 해파리가 있는 투명한 구체를 그린 침실 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a powerful Chinese mythological scene: A robed man commands a dragon's respect. The vibrant red and gold robe, staff, and confident posture contrast the dragon's deep green and red wings. The blue background, dotted with stars, frames the powerful figures.",중국 신화 속에서 남자가 용을 제압하는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a colorful mushroom patch in a dark forest. Centered around a large purple and blue mushroom, the illustration features a variety of fungi with vibrant caps dotted with spots of blue, pink, and orange, contrasting the moody forest hues. The mushrooms' vivid colors and unique shapes capture a mystical moment.",어두운 숲 속에서 다양한 버섯들이 자라는 장면을 그리는 프롬프트 작성해줘,
"A vibrant, aqueous scene: two barefooted children, one in blue and one in pink, dash rightwards down a reflective wet street, splashing and clutching colored cups. The vibrant, warm hues of the orange and yellow buildings heighten the playful atmosphere, capturing a joyous moment of childhood fun.",두 아이가 젖은 길을 뛰어가는 장면을 그리는 프롬프트 작성해줘,
"A bold and detailed oil painting, the center is a confident blonde woman in a red leather outfit, her hair cascading elegantly. The vibrant backdrop of red and orange hues adds depth, blurring into a cavernous setting. Her intense gaze holds the viewer's gaze, placing her in the foreground.",빨간 가죽 옷을 입고 자신감 넘치는 금발 여성의 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital art illustration featuring a vibrant owl, centered and in full view, with symmetrically spread wings adorned in intricate patterns. The owl, a burst of color, is the focal point, contrastingly set against a gradient blue and orange background.",대칭적으로 펼쳐진 날개를 가진 화려한 올빼미의 디지털 일러스트를 그리는 프롬프트 작성해줘,
"A breathtaking aerial view of a futuristic city enclosed in a spherical shell, featuring a vibrant grid of tall, slim buildings illuminated by a spectrum of blue, green, and orange lights. The city's central plaza, a haven of nature, is highlighted in this futuristic, technologically advanced utopia.",구체의 형태로 둘러싸인 미래적인 도시의 공중 사진을 그리는 프롬프트 작성해줘,
"A close-up portrait of a woman, her face illuminated in soft light, eyes a serene green, and hair a warm cascade. She wears a black hood, framing her face, while a blurred cityscape hints at an urban setting. Her gaze, calm and direct, is a focal point of the composition, capturing a moment of tranquility.",흑색 후드 속에서 부드러운 녹색 눈을 가진 여성을 그린 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a robot ant, featuring a striking color palette of black, purple, and gold with hints of orange. The illustration is a side view, showcasing the intricate design with a focus on symmetrical details. The background is a soft blur, putting the emphasis on the robot, an intricate and elegant creature, ready for action.",로봇 개미의 디지털 일러스트를 그리는 프롬프트 작성해줘,
"A close-up oil painting of a vibrant yellow leaf, adorned with reflective water droplets capturing rainbow hues. The central, larger droplet distorts the colors of a blurred green and blue background. This static life scene has an organic, random pattern of droplets.",빛나는 노란색 잎과 물방울을 그린 유화 장면을 그리는 프롬프트 작성해줘,
"A thought-provoking 3D render: a cube, gift-wrapped in white, with an enigmatic mouth revealing a cryptic message, ""I'm not a person, I'm a product."" The mouth, adorned with white teeth, invites an introspective gaze, sparking curiosity and a sense of mystery.",선물 포장된 큐브에 신비로운 입이 있는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a woman adorned in a kaleidoscope of tattoos and vibrant hair. Her traditional attire, adorned with feathers and beads, contrasts the dark, modern background, creating a striking visual fusion.",타투와 화려한 머리카락을 가진 여성을 전통 의상과 현대적 배경으로 그리는 프롬프트 작성해줘,
"A detailed 3D render of a Lego cityscape, featuring a warm, yellow-brick building with a balcony adorned with plants. The peaceful scene is set at night with two Lego figures enjoying the cobblestone street adorned with a tall tree and a lamppost.",레고 도시의 밤 풍경을 그리는 프롬프트 작성해줘,
"A majestic candlelit library, its high-ceilinged chamber supports sturdy columns and arches. Bookshelves line the walls, a kaleidoscope of knowledge, while a central wooden staircase ascends to a book-lined balcony. Warm light reflects off the large windows, offering a serene glimpse of the night sky, creating an ambiance of peaceful contemplation.",양초 불빛이 있는 도서관 장면을 그리는 프롬프트 작성해줘,
"A detailed illustration of a synthesizer and an orange pen on a white background, striking a balance between realistic and cartoon styles. The pieces are positioned with precision to convey depth, focusing the viewer's attention on the central synthesizer, keys, and orange knobs, creating a static yet creative workspace scene.",화이트 배경에 신디사이저와 오렌지 펜을 그리는 프롬프트 작성해줘,
"A majestic oil painting: A castle, a towering sentinel under a blood red moon. The path leads to its gates, where a figure adds scale. The eerie glow illuminates the stone, autumnal forest, and vast landscape, creating a scene of mystery and wonder.",피가 붉게 물든 달 아래의 성을 그리는 프롬프트 작성해줘,
"A majestic, surreal landscape: a central mountain, fiery and illuminated, stands tall; its red and orange glow reflected in a calm body of water beneath. A stormy sky, also illuminated from within, looms overhead, while distant mountains add depth. A static, epic scene.",불타는 산과 그 아래 고요한 물이 있는 초현실적인 풍경을 그리는 프롬프트 작성해줘,
"A detailed oil painting: A confident woman, dressed in green and black, sits in an alley's shadows. Her blue hair cascades down, contrasting the dark alley. Gazing at the viewer, her serious expression captures quiet contemplation, while soft light from windows illuminates the scene, adding a sense of solitude.",그린과 블랙 의상을 입고 골목에서 앉아 있는 여성을 그리는 프롬프트 작성해줘,
"A captivating studio portrait: A woman's serene face, bathed in warm light, contrasts sharply with the black background. Her attire, a white shirt, strikes a professional pose, while her captivating brown eyes meet the viewer's gaze directly.",따뜻한 빛 속에서 강렬한 표정을 지은 여성의 초상화를 그리는 프롬프트 작성해줘,
"A detailed oil painting featuring a poised woman, clad in white, against a textured red and black backdrop. Her vibrant red hair, contrasting her pale skin, is the focal point, while the intricate patterning adds depth. This snapshot tells a story of movement and elegance, capturing the woman's presence with a powerful yet subtle narrative.",빨간과 검은 배경에 흰색 의상을 입고 서 있는 여성을 그리는 프롬프트 작성해줘,
"An enchanting digital illustration depicts a forest filled with vibrant hues. A small figure in a bright yellow raincoat and red boots stands beside a colossal orange feline with inquisitive green eyes. The child's tiny hand cradles a feathered friend, sparking an air of wonder as the cat bends down to observe. Mushrooms and trees flourish in the background, emphasizing the whimsical setting.",노란 우비와 빨간 부츠를 입은 어린이와 오렌지 고양이가 있는 숲의 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of an eerie, supernatural scene. The focal point is a glowing skull suspended in a mug of murky liquid, with a cluttered, weathered table and mysterious 1911 bucket adding to the intrigue. The atmosphere is ominous, eerie, and mystical, akin to a dark fairy tale.",어두운 액체에 떠 있는 빛나는 해골을 그린 초자연적인 장면을 그리는 프롬프트 작성해줘,
"A serene lunar rise over a mirror-like lake. The central yellow moon, a radiant orb, glows softly and contrasts a dark blue sky. Dual pink-blossom trees reflect in the deep blue water, adding a splash of color to this symmetrical scene of calm.",노란 달이 떠오르는 고요한 호수 풍경을 그리는 프롬프트 작성해줘,
"A detailed oil painting featuring a enigmatic figure at its center, dressed in beige trenchcoat and hat, with a striking yellow horned mask. The figure's confident stance and direct gaze captivate amidst a sea of vibrant yellow flowers. The background, a moody cloudy sky, adds depth to this minimalist yet impactful scene.",베이지색 트렌치코트를 입고 노란색 뿔 달린 마스크를 쓴 인물의 유화 초상화를 그리는 프롬프트 작성해줘,
